ProductID,CategoryID,BrandID,SpecificationID,UniqueID,ModelID,CategoryName,BrandName,SpecificationName,UniqueFeature,Price,Stock,Category,Brand,Feature
B001DHRIYK,B001,D,DH,DHR,IYK,Tablets,DJI,Lavender,Rugged Design,1778.41,415,B001,D,R
B00134ZB0G,B001,3,34,34Z,B0G,Tablets,Sony,Red,Zero Latency,555.21,298,B001,3,Z
B001DM4HHG,B001,D,DM,DM4,HHG,Tablets,DJI,Burgundy,HDR Support,504.27,299,B001,D,4
B001MS2UI4,B001,M,MS,MS2,UI4,Tablets,Motorola,Turquoise,High Refresh Rate,191.12,20,B001,M,2
B001CEG8ZE,B001,C,CE,CEG,8ZE,Tablets,Canon,Lime,Ultra Light,1061.93,222,B001,C,G
B0017KGAC4,B001,7,7K,7KG,AC4,Tablets,Asus,Rose Gold,Ultra Light,2486.14,362,B001,7,G
B001H4Y5OA,B001,H,H4,H4Y,5OA,Tablets,Huawei,Red,Yoga Mode,486.57,236,B001,H,Y
B00171V5MI,B001,7,71,71V,5MI,Tablets,Asus,White,Voice Control,1685.21,293,B001,7,V
B0018PVSU2,B001,8,8P,8PV,SU2,Tablets,Acer,Coral,Voice Control,2110.63,345,B001,8,V
B001A5R3DG,B001,A,A5,A5R,3DG,Tablets,Google,Blue,Rugged Design,1429.26,79,B001,A,R
B001FSITCW,B001,F,FS,FSI,TCW,Tablets,Fujifilm,Turquoise,Graphene Battery,2577.47,317,B001,F,I
B0012OV6BU,B001,2,2O,2OV,6BU,Tablets,Samsung,Champagne,Voice Control,900.28,398,B001,2,V
B0012BQ0TG,B001,2,2B,2BQ,0TG,Tablets,Samsung,Orange,Quantum Display,653.48,482,B001,2,Q
B001QL0FFC,B001,Q,QL,QL0,FFC,Tablets,Qualcomm,Navy,Standard,230.14,218,B001,Q,0
B0012DM8FE,B001,2,2D,2DM,8FE,Tablets,Samsung,Dark Blue,MagSafe Compatible,164.64,19,B001,2,M
B001JTQBT0,B001,J,JT,JTQ,BT0,Tablets,JBL,Amber,Quantum Display,1399.97,351,B001,J,Q
B001G0NSD4,B001,G,G0,G0N,SD4,Tablets,GoPro,Black,Noise Reduction,2341.37,93,B001,G,N
B001TACJEA,B001,T,TA,TAC,JEA,Tablets,Toshiba,Beige,AI-enhanced,2119.46,116,B001,T,C
B001W0Y3UU,B001,W,W0,W0Y,3UU,Tablets,Western Digital,Black,Yoga Mode,1953.9,237,B001,W,Y
B001ODKN36,B001,O,OD,ODK,N36,Tablets,OnePlus,Dark Blue,Kinetic Charging,2182.53,457,B001,O,K
B00193TLPM,B001,9,93,93T,LPM,Tablets,Microsoft,Gold,Temperature Sensor,1701.62,241,B001,9,T
B001205T0S,B001,2,20,205,T0S,Tablets,Samsung,Black,Noise Cancellation,1702.78,305,B001,2,5
B001C3WCBO,B001,C,C3,C3W,CBO,Tablets,Canon,Gold,Waterproof,945.71,303,B001,C,W
B001U3Z48Y,B001,U,U3,U3Z,48Y,Tablets,Ulefone,Gold,Zero Latency,1234.67,383,B001,U,Z
B001E032X2,B001,E,E0,E03,2X2,Tablets,Epson,Black,AMOLED Display,1801.78,499,B001,E,3
B001BJUTIC,B001,B,BJ,BJU,TIC,Tablets,Unknown,Graphite,Ultra HD,705.02,232,B001,B,U
B0011UNTYC,B001,1,1U,1UN,TYC,Tablets,Apple,Emerald,Noise Reduction,1213.07,249,B001,1,N
B001HHNYZ8,B001,H,HH,HHN,YZ8,Tablets,Huawei,Lavender,Noise Reduction,1231.89,227,B001,H,N
B001XTZEQW,B001,X,XT,XTZ,EQW,Tablets,Xiaomi,Amber,Zero Latency,2554.52,436,B001,X,Z
B001TK860Q,B001,T,TK,TK8,60Q,Tablets,Toshiba,Rose Gold,5G Enabled,1202.5,464,B001,T,8
B001VB4Q7A,B001,V,VB,VB4,Q7A,Tablets,Vivo,Orange,HDR Support,2908.12,422,B001,V,4
B0010B7S9O,B001,0,0B,0B7,S9O,Tablets,Generic,Orange,Foldable,725.72,67,B001,0,7
B001VEJEG0,B001,V,VE,VEJ,EG0,Tablets,Vivo,Lime,JBL-Tuned Audio,974.34,349,B001,V,J
B001HRTZ2O,B001,H,HR,HRT,Z2O,Tablets,Huawei,Titanium,Temperature Sensor,406.05,219,B001,H,T
B001D4HUC8,B001,D,D4,D4H,UC8,Tablets,DJI,Red,Metal Build,334.05,353,B001,D,H
B0018BMRL0,B001,8,8B,8BM,RL0,Tablets,Acer,Orange,MagSafe Compatible,2726.28,99,B001,8,M
B00112B7XA,B001,1,12,12B,7XA,Tablets,Apple,Silver,OLED Display,1909.59,430,B001,1,B
B001LQQ16E,B001,L,LQ,LQQ,16E,Tablets,LG,Slate,Quantum Display,2378.11,382,B001,L,Q
B001O2SEXS,B001,O,O2,O2S,EXS,Tablets,OnePlus,Silver,Stereo Speakers,491.0,461,B001,O,S
B001H3KLRQ,B001,H,H3,H3K,LRQ,Tablets,Huawei,Gold,Kinetic Charging,1600.01,498,B001,H,K
B001LIHGFC,B001,L,LI,LIH,GFC,Tablets,LG,Charcoal,Metal Build,225.35,216,B001,L,H
B001JKVJ4Q,B001,J,JK,JKV,J4Q,Tablets,JBL,Rose Gold,Voice Control,2368.53,481,B001,J,V
B0014DNS06,B001,4,4D,4DN,S06,Tablets,Dell,Dark Blue,Noise Reduction,1917.15,177,B001,4,N
B001G445Q4,B001,G,G4,G44,5Q4,Tablets,GoPro,Red,HDR Support,902.72,492,B001,G,4
B001R5X982,B001,R,R5,R5X,982,Tablets,Razer,Blue,X-Ray Mode,412.49,301,B001,R,X
B001LH7PEK,B001,L,LH,LH7,PEK,Tablets,LG,Lavender,Foldable,2829.86,148,B001,L,7
B001OBVG5C,B001,O,OB,OBV,G5C,Tablets,OnePlus,Orange,Voice Control,161.03,286,B001,O,V
B0019FULFO,B001,9,9F,9FU,LFO,Tablets,Microsoft,Teal,Ultra HD,2131.29,395,B001,9,U
B001II2PBA,B001,I,II,II2,PBA,Tablets,Intel,Charcoal,High Refresh Rate,1860.8,9,B001,I,2
B001OSL9FC,B001,O,OS,OSL,9FC,Tablets,OnePlus,Turquoise,Long Battery Life,1071.06,189,B001,O,L
B001IDRRJ0,B001,I,ID,IDR,RJ0,Tablets,Intel,Dark Blue,Rugged Design,2212.14,55,B001,I,R
B0013365W0,B001,3,33,336,5W0,Tablets,Sony,Gold,Water Resistant,1139.62,150,B001,3,6
B001O8FF0M,B001,O,O8,O8F,F0M,Tablets,OnePlus,Pink,Biometric Security,1740.9,292,B001,O,F
B001JL4QEU,B001,J,JL,JL4,QEU,Tablets,JBL,Navy,HDR Support,561.1,365,B001,J,4
B001UHK5YI,B001,U,UH,UHK,5YI,Tablets,Ulefone,Lavender,Kinetic Charging,1666.7,452,B001,U,K
B0015LTBG2,B001,5,5L,5LT,BG2,Tablets,HP,Navy,Temperature Sensor,780.42,33,B001,5,T
B0017W532K,B001,7,7W,7W5,32K,Tablets,Asus,Onyx,Noise Cancellation,713.84,31,B001,7,5
B001RYECJ8,B001,R,RY,RYE,CJ8,Tablets,Razer,Olive,Smart Assistant,1894.45,476,B001,R,E
B001EY4RCS,B001,E,EY,EY4,RCS,Tablets,Epson,Olive,HDR Support,554.7,293,B001,E,4
B001N3LLL0,B001,N,N3,N3L,LL0,Tablets,Nikon,Gold,Long Battery Life,833.83,267,B001,N,L
B00178LEJU,B001,7,78,78L,EJU,Tablets,Asus,Pink,Long Battery Life,2307.38,43,B001,7,L
B0010PBMD8,B001,0,0P,0PB,MD8,Tablets,Generic,Coral,OLED Display,561.82,392,B001,0,B
B001AQYN10,B001,A,AQ,AQY,N10,Tablets,Google,Slate,Yoga Mode,2318.16,172,B001,A,Y
B0010H8IGU,B001,0,0H,0H8,IGU,Tablets,Generic,Lavender,5G Enabled,2961.75,85,B001,0,8
B001W6LGGS,B001,W,W6,W6L,GGS,Tablets,Western Digital,Green,Long Battery Life,356.68,135,B001,W,L
B001N76ASK,B001,N,N7,N76,ASK,Tablets,Nikon,Purple,Water Resistant,350.29,229,B001,N,6
B001AVUB70,B001,A,AV,AVU,B70,Tablets,Google,Mustard,Ultra HD,1479.37,37,B001,A,U
B0017KCZWI,B001,7,7K,7KC,ZWI,Tablets,Asus,Rose Gold,AI-enhanced,844.79,81,B001,7,C
B0016DWL0W,B001,6,6D,6DW,L0W,Tablets,Lenovo,Dark Blue,Waterproof,1495.85,243,B001,6,W
B0017WZSU2,B001,7,7W,7WZ,SU2,Tablets,Asus,Onyx,Zero Latency,1858.77,363,B001,7,Z
B001131C0M,B001,1,13,131,C0M,Tablets,Apple,Gold,Wireless Charging,2039.29,232,B001,1,1
B001V811NU,B001,V,V8,V81,1NU,Tablets,Vivo,Pink,Wireless Charging,2702.27,325,B001,V,1
B001IB4WSQ,B001,I,IB,IB4,WSQ,Tablets,Intel,Orange,HDR Support,2468.49,105,B001,I,4
B001Y0KRUI,B001,Y,Y0,Y0K,RUI,Tablets,Yamaha,Black,Kinetic Charging,338.79,177,B001,Y,K
B001MSI9PW,B001,M,MS,MSI,9PW,Tablets,Motorola,Turquoise,Graphene Battery,1201.4,452,B001,M,I
B001KEF7OE,B001,K,KE,KEF,7OE,Tablets,Kodak,Lime,Biometric Security,359.75,378,B001,K,F
B001IKEX8G,B001,I,IK,IKE,X8G,Tablets,Intel,Rose Gold,Smart Assistant,2099.37,435,B001,I,E
B001E06YBO,B001,E,E0,E06,YBO,Tablets,Epson,Black,Water Resistant,596.1,497,B001,E,6
B001F3DV3Y,B001,F,F3,F3D,V3Y,Tablets,Fujifilm,Gold,Gaming Optimized,705.39,191,B001,F,D
B001H5EG3E,B001,H,H5,H5E,G3E,Tablets,Huawei,Blue,Smart Assistant,1448.47,47,B001,H,E
B001LQR8S4,B001,L,LQ,LQR,8S4,Tablets,LG,Slate,Rugged Design,1861.44,215,B001,L,R
B001EYV5QE,B001,E,EY,EYV,5QE,Tablets,Epson,Olive,Voice Control,2729.2,241,B001,E,V
B001UO2RGK,B001,U,UO,UO2,RGK,Tablets,Ulefone,Champagne,High Refresh Rate,2122.16,428,B001,U,2
B001NQGO1Y,B001,N,NQ,NQG,O1Y,Tablets,Nikon,Slate,Ultra Light,2647.48,453,B001,N,G
B001YPEV8W,B001,Y,YP,YPE,V8W,Tablets,Yamaha,Coral,Smart Assistant,1624.14,50,B001,Y,E
B00126KFVU,B001,2,26,26K,FVU,Tablets,Samsung,Green,Kinetic Charging,2778.19,97,B001,2,K
B001W2VIX8,B001,W,W2,W2V,IX8,Tablets,Western Digital,Silver,Voice Control,1358.0,388,B001,W,V
B001413CFE,B001,4,41,413,CFE,Tablets,Dell,White,AMOLED Display,909.2,212,B001,4,3
B001U363PM,B001,U,U3,U36,3PM,Tablets,Ulefone,Gold,Water Resistant,1664.34,138,B001,U,6
B001A5PR1G,B001,A,A5,A5P,R1G,Tablets,Google,Blue,Performance Mode,1694.84,157,B001,A,P
B001AO1TP0,B001,A,AO,AO1,TP0,Tablets,Google,Champagne,Wireless Charging,1677.2,318,B001,A,1
B001GAILO0,B001,G,GA,GAI,LO0,Tablets,GoPro,Beige,Graphene Battery,1662.71,336,B001,G,I
B001YTMGGM,B001,Y,YT,YTM,GGM,Tablets,Yamaha,Amber,MagSafe Compatible,178.81,325,B001,Y,M
B001R6IN6Y,B001,R,R6,R6I,N6Y,Tablets,Razer,Green,Graphene Battery,1568.5,197,B001,R,I
B001YIGU4M,B001,Y,YI,YIG,U4M,Tablets,Yamaha,Charcoal,Ultra Light,735.49,267,B001,Y,G
B001TK66GM,B001,T,TK,TK6,6GM,Tablets,Toshiba,Rose Gold,Water Resistant,2780.8,389,B001,T,6
B0010K6TUO,B001,0,0K,0K6,TUO,Tablets,Generic,Rose Gold,Water Resistant,1189.84,364,B001,0,6
B001RG2KPO,B001,R,RG,RG2,KPO,Tablets,Razer,Magenta,High Refresh Rate,939.09,127,B001,R,2
B001PNWLHG,B001,P,PN,PNW,LHG,Tablets,Panasonic,Pearl,Waterproof,543.0,432,B001,P,W
B001WAKDOU,B001,W,WA,WAK,DOU,Tablets,Western Digital,Beige,Kinetic Charging,1623.81,246,B001,W,K
B0015RB1QE,B001,5,5R,5RB,1QE,Tablets,HP,Titanium,OLED Display,2186.26,111,B001,5,B
B001V67TRY,B001,V,V6,V67,TRY,Tablets,Vivo,Green,Foldable,2674.58,5,B001,V,7
B001WI2I72,B001,W,WI,WI2,I72,Tablets,Western Digital,Charcoal,High Refresh Rate,1251.96,23,B001,W,2
B001TJO4DA,B001,T,TJ,TJO,4DA,Tablets,Toshiba,Graphite,Optical Zoom,2198.33,293,B001,T,O
B00173I5WE,B001,7,73,73I,5WE,Tablets,Asus,Gold,Graphene Battery,1762.73,353,B001,7,I
B001DKG0AK,B001,D,DK,DKG,0AK,Tablets,DJI,Rose Gold,Ultra Light,2456.55,493,B001,D,G
B0013F9S0O,B001,3,3F,3F9,S0O,Tablets,Sony,Teal,Pro Camera System,2822.23,40,B001,3,9
B00123PEJG,B001,2,23,23P,EJG,Tablets,Samsung,Gold,Performance Mode,1363.28,95,B001,2,P
B001N85Z12,B001,N,N8,N85,Z12,Tablets,Nikon,Pink,Noise Cancellation,1006.63,84,B001,N,5
B001V73NYQ,B001,V,V7,V73,NYQ,Tablets,Vivo,Purple,AMOLED Display,2673.64,390,B001,V,3
B001B0NV90,B001,B,B0,B0N,V90,Tablets,Unknown,Black,Noise Reduction,2060.16,60,B001,B,N
B001AVQKFC,B001,A,AV,AVQ,KFC,Tablets,Google,Mustard,Quantum Display,1729.56,118,B001,A,Q
B001PQVP3O,B001,P,PQ,PQV,P3O,Tablets,Panasonic,Slate,Voice Control,2834.11,293,B001,P,V
B001F6CDYY,B001,F,F6,F6C,DYY,Tablets,Fujifilm,Green,AI-enhanced,1441.73,148,B001,F,C
B001XSES3S,B001,X,XS,XSE,S3S,Tablets,Xiaomi,Turquoise,Smart Assistant,2471.33,486,B001,X,E
B001DKMWJI,B001,D,DK,DKM,WJI,Tablets,DJI,Rose Gold,MagSafe Compatible,1248.64,240,B001,D,M
B001ZUZ10I,B001,Z,ZU,ZUZ,10I,Tablets,Zeiss,Emerald,Zero Latency,870.65,357,B001,Z,Z
B001SGY3A8,B001,S,SG,SGY,3A8,Tablets,Sharp,Magenta,Yoga Mode,527.68,281,B001,S,Y
B00115EQG2,B001,1,15,15E,QG2,Tablets,Apple,Blue,Smart Assistant,1876.55,405,B001,1,E
B0012YHTMU,B001,2,2Y,2YH,TMU,Tablets,Samsung,Olive,Metal Build,1004.04,28,B001,2,H
B0015571SI,B001,5,55,557,1SI,Tablets,HP,Blue,Foldable,795.4,310,B001,5,7
B00112HCCK,B001,1,12,12H,CCK,Tablets,Apple,Silver,Metal Build,1291.82,215,B001,1,H
B001IF3TBI,B001,I,IF,IF3,TBI,Tablets,Intel,Teal,AMOLED Display,1576.54,212,B001,I,3
B001O68Y0C,B001,O,O6,O68,Y0C,Tablets,OnePlus,Green,5G Enabled,111.41,145,B001,O,8
B001GQY166,B001,G,GQ,GQY,166,Tablets,GoPro,Slate,Yoga Mode,2562.01,38,B001,G,Y
B001GQ2QWM,B001,G,GQ,GQ2,QWM,Tablets,GoPro,Slate,High Refresh Rate,2439.44,371,B001,G,2
B001ZU6NTQ,B001,Z,ZU,ZU6,NTQ,Tablets,Zeiss,Emerald,Water Resistant,1871.75,37,B001,Z,6
B001QENO6Q,B001,Q,QE,QEN,O6Q,Tablets,Qualcomm,Lime,Noise Reduction,2838.93,213,B001,Q,N
B001UUPT5U,B001,U,UU,UUP,T5U,Tablets,Ulefone,Emerald,Performance Mode,2873.51,50,B001,U,P
B00140KPIC,B001,4,40,40K,PIC,Tablets,Dell,Black,Kinetic Charging,867.32,115,B001,4,K
B001R6ZFEM,B001,R,R6,R6Z,FEM,Tablets,Razer,Green,Zero Latency,328.36,455,B001,R,Z
B001DJWEU6,B001,D,DJ,DJW,EU6,Tablets,DJI,Graphite,Waterproof,1378.73,316,B001,D,W
B001SH1AYY,B001,S,SH,SH1,AYY,Tablets,Sharp,Lavender,Wireless Charging,495.72,29,B001,S,1
B0016JMHW8,B001,6,6J,6JM,HW8,Tablets,Lenovo,Graphite,MagSafe Compatible,1448.03,38,B001,6,M
B001IADV5C,B001,I,IA,IAD,V5C,Tablets,Intel,Beige,Gaming Optimized,1473.99,76,B001,I,D
B001NG1T3C,B001,N,NG,NG1,T3C,Tablets,Nikon,Magenta,Wireless Charging,2618.96,362,B001,N,1
B001Y1F0HW,B001,Y,Y1,Y1F,0HW,Tablets,Yamaha,White,Biometric Security,2603.8,210,B001,Y,F
B001CSME6C,B001,C,CS,CSM,E6C,Tablets,Canon,Turquoise,MagSafe Compatible,2893.52,434,B001,C,M
B001B1AN2C,B001,B,B1,B1A,N2C,Tablets,Unknown,White,Touchscreen,1753.3,241,B001,B,A
B001BIDAZM,B001,B,BI,BID,AZM,Tablets,Unknown,Charcoal,Gaming Optimized,364.48,399,B001,B,D
B001RMPU64,B001,R,RM,RMP,U64,Tablets,Razer,Burgundy,Performance Mode,977.19,25,B001,R,P
B001PI0948,B001,P,PI,PI0,948,Tablets,Panasonic,Charcoal,Standard,2031.9,172,B001,P,0
B001Z7SKVI,B001,Z,Z7,Z7S,KVI,Tablets,Zeiss,Purple,Stereo Speakers,543.34,54,B001,Z,S
B001J9W5RC,B001,J,J9,J9W,5RC,Tablets,JBL,Brown,Waterproof,2753.29,252,B001,J,W
B00132SNZ8,B001,3,32,32S,NZ8,Tablets,Sony,Silver,Stereo Speakers,1943.0,482,B001,3,S
B00195Y7LS,B001,9,95,95Y,7LS,Tablets,Microsoft,Blue,Yoga Mode,1801.54,379,B001,9,Y
B001KEXJ1W,B001,K,KE,KEX,J1W,Tablets,Kodak,Lime,X-Ray Mode,1667.01,48,B001,K,X
B0015CZYR6,B001,5,5C,5CZ,YR6,Tablets,HP,Cyan,Zero Latency,1016.15,420,B001,5,Z
B001TYFRPY,B001,T,TY,TYF,RPY,Tablets,Toshiba,Olive,Biometric Security,2607.2,324,B001,T,F
B0017LD45E,B001,7,7L,7LD,45E,Tablets,Asus,Navy,Gaming Optimized,256.02,456,B001,7,D
B001LQEEEA,B001,L,LQ,LQE,EEA,Tablets,LG,Slate,Smart Assistant,1998.94,120,B001,L,E
B0010HJA4E,B001,0,0H,0HJ,A4E,Tablets,Generic,Lavender,JBL-Tuned Audio,440.83,311,B001,0,J
B001MRVI6A,B001,M,MR,MRV,I6A,Tablets,Motorola,Titanium,Voice Control,1801.57,429,B001,M,V
B001G49I2A,B001,G,G4,G49,I2A,Tablets,GoPro,Red,Pro Camera System,2692.87,289,B001,G,9
B0015VY478,B001,5,5V,5VY,478,Tablets,HP,Mustard,Yoga Mode,106.5,445,B001,5,Y
B001AO3142,B001,A,AO,AO3,142,Tablets,Google,Champagne,AMOLED Display,1084.34,86,B001,A,3
B001ELJ9Q0,B001,E,EL,ELJ,9Q0,Tablets,Epson,Navy,JBL-Tuned Audio,2674.49,9,B001,E,J
B001EKABK4,B001,E,EK,EKA,BK4,Tablets,Epson,Rose Gold,Touchscreen,1881.88,301,B001,E,A
B001ONYMBU,B001,O,ON,ONY,MBU,Tablets,OnePlus,Pearl,Yoga Mode,537.87,22,B001,O,Y
B001JEI3O6,B001,J,JE,JEI,3O6,Tablets,JBL,Lime,Graphene Battery,2927.53,143,B001,J,I
B00178T5V4,B001,7,78,78T,5V4,Tablets,Asus,Pink,Temperature Sensor,2025.42,283,B001,7,T
B001H9V3HW,B001,H,H9,H9V,3HW,Tablets,Huawei,Brown,Voice Control,2961.95,437,B001,H,V
B001INGYQW,B001,I,IN,ING,YQW,Tablets,Intel,Pearl,Ultra Light,960.15,229,B001,I,G
B001OV6ERM,B001,O,OV,OV6,ERM,Tablets,OnePlus,Mustard,Water Resistant,798.01,240,B001,O,6
B001KQ79ZC,B001,K,KQ,KQ7,9ZC,Tablets,Kodak,Slate,Foldable,2657.72,321,B001,K,7
B001Y3NT6Y,B001,Y,Y3,Y3N,T6Y,Tablets,Yamaha,Gold,Noise Reduction,2240.9,242,B001,Y,N
B001VJ680U,B001,V,VJ,VJ6,80U,Tablets,Vivo,Graphite,Water Resistant,2479.46,362,B001,V,6
B001W0A3RW,B001,W,W0,W0A,3RW,Tablets,Western Digital,Black,Touchscreen,2073.05,346,B001,W,A
B001KICUO0,B001,K,KI,KIC,UO0,Tablets,Kodak,Charcoal,AI-enhanced,267.1,409,B001,K,C
B0011ZUKVM,B001,1,1Z,1ZU,KVM,Tablets,Apple,Ice Blue,Ultra HD,110.93,485,B001,1,U
B001UZJNOS,B001,U,UZ,UZJ,NOS,Tablets,Ulefone,Ice Blue,JBL-Tuned Audio,354.46,117,B001,U,J
B001NDP256,B001,N,ND,NDP,256,Tablets,Nikon,Dark Blue,Performance Mode,133.33,315,B001,N,P
B0018Q3J4E,B001,8,8Q,8Q3,J4E,Tablets,Acer,Slate,AMOLED Display,1241.88,26,B001,8,3
B001CVJ4NA,B001,C,CV,CVJ,4NA,Tablets,Canon,Mustard,JBL-Tuned Audio,2659.78,177,B001,C,J
B001Z0H16A,B001,Z,Z0,Z0H,16A,Tablets,Zeiss,Black,Metal Build,1422.32,218,B001,Z,H
B00166J1A2,B001,6,66,66J,1A2,Tablets,Lenovo,Green,JBL-Tuned Audio,1398.78,263,B001,6,J
B001EH2A2O,B001,E,EH,EH2,A2O,Tablets,Epson,Lavender,High Refresh Rate,2148.22,92,B001,E,2
B001EJ52KY,B001,E,EJ,EJ5,2KY,Tablets,Epson,Graphite,Noise Cancellation,2786.98,117,B001,E,5
B0018RU1VW,B001,8,8R,8RU,1VW,Tablets,Acer,Titanium,Ultra HD,1814.38,11,B001,8,U
B00138GQBA,B001,3,38,38G,QBA,Tablets,Sony,Pink,Ultra Light,1972.78,160,B001,3,G
B001L6J3XC,B001,L,L6,L6J,3XC,Tablets,LG,Green,JBL-Tuned Audio,1022.9,267,B001,L,J
B00151U4DG,B001,5,51,51U,4DG,Tablets,HP,White,Ultra HD,1928.2,191,B001,5,U
B001FCHXK2,B001,F,FC,FCH,XK2,Tablets,Fujifilm,Cyan,Metal Build,2110.64,292,B001,F,H
B001G7PKIS,B001,G,G7,G7P,KIS,Tablets,GoPro,Purple,Performance Mode,2860.49,374,B001,G,P
B0014JDR9C,B001,4,4J,4JD,R9C,Tablets,Dell,Graphite,Gaming Optimized,2651.06,183,B001,4,D
B001FA0B2Q,B001,F,FA,FA0,B2Q,Tablets,Fujifilm,Beige,Standard,1606.07,412,B001,F,0
B0012JNQYK,B001,2,2J,2JN,QYK,Tablets,Samsung,Graphite,Noise Reduction,670.17,18,B001,2,N
B0015DD4DG,B001,5,5D,5DD,4DG,Tablets,HP,Dark Blue,Gaming Optimized,755.56,191,B001,5,D
B001IEVLWS,B001,I,IE,IEV,LWS,Tablets,Intel,Lime,Voice Control,961.85,314,B001,I,V
B001SZN70Q,B001,S,SZ,SZN,70Q,Tablets,Sharp,Ice Blue,Noise Reduction,2253.26,216,B001,S,N
B001622FL8,B001,6,62,622,FL8,Tablets,Lenovo,Silver,High Refresh Rate,511.5,133,B001,6,2
B001331QY2,B001,3,33,331,QY2,Tablets,Sony,Gold,Wireless Charging,1409.65,170,B001,3,1
B001KLKAT4,B001,K,KL,KLK,AT4,Tablets,Kodak,Navy,Kinetic Charging,253.07,189,B001,K,K
B001VNP58M,B001,V,VN,VNP,58M,Tablets,Vivo,Pearl,Performance Mode,2209.22,123,B001,V,P
B001H5Z566,B001,H,H5,H5Z,566,Tablets,Huawei,Blue,Zero Latency,1606.25,419,B001,H,Z
B001F9GLB2,B001,F,F9,F9G,LB2,Tablets,Fujifilm,Brown,Ultra Light,1604.97,91,B001,F,G
B001XR9S52,B001,X,XR,XR9,S52,Tablets,Xiaomi,Titanium,Pro Camera System,343.2,196,B001,X,9
B0014GX98Y,B001,4,4G,4GX,98Y,Tablets,Dell,Magenta,X-Ray Mode,525.52,39,B001,4,X
B001SSFEHM,B001,S,SS,SSF,EHM,Tablets,Sharp,Turquoise,Biometric Security,586.2,55,B001,S,F
B00123ORK8,B001,2,23,23O,RK8,Tablets,Samsung,Gold,Optical Zoom,1253.42,120,B001,2,O
B0018MYJG0,B001,8,8M,8MY,JG0,Tablets,Acer,Burgundy,Yoga Mode,612.64,264,B001,8,Y
B0017686YI,B001,7,76,768,6YI,Tablets,Asus,Green,5G Enabled,279.26,456,B001,7,8
B0018LSYBM,B001,8,8L,8LS,YBM,Tablets,Acer,Navy,Stereo Speakers,780.11,387,B001,8,S
B001TCHOPC,B001,T,TC,TCH,OPC,Tablets,Toshiba,Cyan,Metal Build,733.76,417,B001,T,H
B00155RGYM,B001,5,55,55R,GYM,Tablets,HP,Blue,Rugged Design,559.99,65,B001,5,R
B001VFR2F4,B001,V,VF,VFR,2F4,Tablets,Vivo,Teal,Rugged Design,277.79,359,B001,V,R
B00185QEK6,B001,8,85,85Q,EK6,Tablets,Acer,Blue,Quantum Display,2243.25,351,B001,8,Q
B0019XWRYE,B001,9,9X,9XW,RYE,Tablets,Microsoft,Crimson,Waterproof,294.33,217,B001,9,W
B001M5NF2M,B001,M,M5,M5N,F2M,Tablets,Motorola,Blue,Noise Reduction,2586.51,63,B001,M,N
B001YDQRKY,B001,Y,YD,YDQ,RKY,Tablets,Yamaha,Dark Blue,Quantum Display,2603.42,62,B001,Y,Q
B001ZYGNME,B001,Z,ZY,ZYG,NME,Tablets,Zeiss,Olive,Ultra Light,1943.99,9,B001,Z,G
B001C7YKLA,B001,C,C7,C7Y,KLA,Tablets,Canon,Purple,Yoga Mode,420.16,463,B001,C,Y
B001MQ8A1C,B001,M,MQ,MQ8,A1C,Tablets,Motorola,Slate,5G Enabled,1092.42,322,B001,M,8
B001HDF2U2,B001,H,HD,HDF,2U2,Tablets,Huawei,Dark Blue,Biometric Security,2046.8,26,B001,H,F
B001F15XQY,B001,F,F1,F15,XQY,Tablets,Fujifilm,White,Noise Cancellation,2942.64,336,B001,F,5
B0010CXA36,B001,0,0C,0CX,A36,Tablets,Generic,Cyan,X-Ray Mode,2609.87,181,B001,0,X
B001L2B82U,B001,L,L2,L2B,82U,Tablets,LG,Silver,OLED Display,1628.73,282,B001,L,B
B0010S0E8Y,B001,0,0S,0S0,E8Y,Tablets,Generic,Turquoise,Standard,670.91,79,B001,0,0
B001GJADP6,B001,G,GJ,GJA,DP6,Tablets,GoPro,Graphite,Touchscreen,837.97,46,B001,G,A
B001W6Q6EU,B001,W,W6,W6Q,6EU,Tablets,Western Digital,Green,Quantum Display,1597.4,287,B001,W,Q
B001W21JUU,B001,W,W2,W21,JUU,Tablets,Western Digital,Silver,Wireless Charging,653.45,477,B001,W,1
B001S7BJOU,B001,S,S7,S7B,JOU,Tablets,Sharp,Purple,OLED Display,861.0,163,B001,S,B
B00118A15Y,B001,1,18,18A,15Y,Tablets,Apple,Pink,Touchscreen,667.89,206,B001,1,A
B001SIADDC,B001,S,SI,SIA,DDC,Tablets,Sharp,Charcoal,Touchscreen,389.06,232,B001,S,A
B001Z0A2FW,B001,Z,Z0,Z0A,2FW,Tablets,Zeiss,Black,Touchscreen,2508.1,181,B001,Z,A
B001HPPEH6,B001,H,HP,HPP,EH6,Tablets,Huawei,Coral,Performance Mode,503.44,393,B001,H,P
B001HH2JOA,B001,H,HH,HH2,JOA,Tablets,Huawei,Lavender,High Refresh Rate,2532.0,8,B001,H,2
B001153S3E,B001,1,15,153,S3E,Tablets,Apple,Blue,AMOLED Display,478.0,266,B001,1,3
B001TE3R42,B001,T,TE,TE3,R42,Tablets,Toshiba,Lime,AMOLED Display,188.23,94,B001,T,3
B001PJ16BC,B001,P,PJ,PJ1,6BC,Tablets,Panasonic,Graphite,Wireless Charging,2036.44,112,B001,P,1
